"node","maccs"
"712473","0000000000000000000000000000000000010011000001010010001011111100011000001000000010100011000000010000010011100001100000010001101001100101101100111101110100001011011110"
"712481","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000100010000000101000010010010010001001100000110000001101011000100"
"712482","0000000000000000000000000000010000000000000001001000000000000000000000000000000000001100000000000001000000000001010100000100000000000100010010000001100010100101100001"
"712483","0000000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000010000000011000000001000010010110010001010100000110100011101011000100"
"712485","0000000000000010000000000000000000000000000000000100000000000100010000000001000000100000110110111010000111011111010111001010011010010001100110111110111111111111111110"
"712487","0000000000000000000000000000000110001100010000100011001001111001101010001000101110100011000011111100010011100101100010011101111001001111100001111101011000011111111110"
"712489","0000000010000000000000000100100000000000100110011100000010000100110000010111111101111000111101111011010111011111001111111101011111111001111111110111111111111111111110"
"712491","0000000000000000000000000000000001000000000000000100000000000000000000010001000000000100000000000010000000011000000001000010010110010001010100000110100011101011000100"
"712492","0000000000000000000000000000000000000000000000000000000000000000010000000100000001000000011000000000000100011001001101000000000110110000001010000010100110101011000100"
"712493","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011001000010010110010001010100000110100011101011000100"
"712495","0000000000000000000000010000000000000000000000001000000100000010010001100100000100000000000001010000010010000001001000100101000001001011000111010101110000010111111110"
"712496","0000000000000000000000000000000000000100000000000001000000000100100000000010101100110000000001010000000000000000000000011101000000001010100001010001011000010101111010"
"712497","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100000100000000010011000000100000000100000000101001010011110"
"712498","0000000000000000000000000000000000000100001000000000000000000000000000000000110000010000000000000000001000000000000000100000000000100100000001000000001000010100111011"
"712499","0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000100000010000000000000101010000001010000011001010101111110"
"712500","0000000000000000000000001000000000000000001000000001010000000000000110000000111000010000000001000000001001000000000000100001000000100100000001000000001000010100100001"
"712501","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000110000100010000000010000010100000000000"
"712506","0000000000000000000000010000100000000000000010011100000110000110010001100101000000001100100001101111010001001011001000111111111011011011110111101111111011111111111110"
"712510","0000000000000000000000000000000000000000000000000000000010000000000000010000000000100000100000010100000000001001000100010010011100010001110110100100110111101011001110"
"712520","0000000000000000000000000001100000001100001000010000000000000000100010010010100101011000011000101101010101001101100010011101011011111011111101110101011111111110111110"
"712539","0000000000000000000000000000000000000000000000100000000000000000000000001000000010001001000010000000000011000100100010000100111000001010000000101001100100011101111110"
"712549","0000000000000000000000000000000000000000000000000000010000000000000000000000000001010000000000100001000100000000100000000000001000110000001000100000001110101110111110"
"712554","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010110000000001001100011100010011101010011110"
"712560","0000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000100110000011100000100000110101010000100"
"712571","0000000000000000000000000000000000100011000100011010011001111001001000011000000010000001100000000000010001000001100000000001001001100001001100110101010100001010011111"
"712573","0000000000000000001000000000000000000000000000000000000000000000000000000010000000101010000010011100001010110010000100001100111110010100100000101011000100011101111110"
"712584","0000000000000000000000100000000000000000000000000000000000000000100000000010000101101100010010010101000011011110001110011110110110000000110001001001101011111111111110"
"712585","0000000000000000000000000100000000000000000000000100110000000000010000010101000000011100111110101010001010010101100010000100001000101111001111111101111101011111111111"
